Complex_id;Complex_name;subunits__UniProt_IDs
886;MTA1 complex;Q6IT96,Q92769,O95983,Q13330,Q09028,Q16576
888;MTA2 complex;Q14839,Q13547,Q92769,O95983,O94776,Q09028,Q16576,Q96ST3,O75182
889;MTA1-HDAC core complex;Q6IT96,Q92769,Q13330,Q09028,Q16576
895;hMediator complex MED23	 CDK8	 CCNC	 MED7;P24863,P49336,Q9ULK4,O43513
896;hMediator complex MED23	 CDK8	 CCNC;P24863,P49336,Q9ULK4
897;CDK8-CyclinC-Mediator complex;P24863,P49336
898;Mediator complex 1;P24863,P49336,O60244,Q9ULK4,O75586
900;Mediator complex 2;O60244,Q9ULK4,O75586
903;RET-Rai complex;P07949,Q92529
904;SHC3-GAB1 complex;Q13480,Q92529
906;ADAR1-CDK2 complex;P55265,P24941
909;ARC92-Mediator complex;P49336,Q15648,Q93074,Q9UHV7,O60244,Q96RN5,Q9Y2X0,Q9NVC6,Q9ULK4,Q71SY5,O95402,O75586,O43513
910;CRSP-Mediator 2 complex;O60244,Q96RN5,Q9Y2X0,Q9NVC6,Q9BUE0,Q9ULK4,O75448,Q9NPJ6,O75586,O43513
915;SNARE complex SNAP23	 STX1A;O00161,Q16623
917;CERF complex CECR2-containing remodeling factor complex;Q9BXF3,P28370
918;PAR3-PAR6-PALS1 complex;Q8N3R9,Q8TEW0,Q9NPB6
919;hNURF complex;Q12830,Q09028,Q16576,P28370
921;Remodeling and spacing factor RSF complex;Q96T23,O60264
923;SNF2L-RSF1 complex;Q96T23,P28370
924;Toposome;Q9NR30,Q08211,P07910,Q6P2Q9,Q96SB4,Q08945,P11388
925;WCRF complex;Q9NRL2,O60264
926;SCRIB-LGL2 complex;Q6P1M3,Q14160
927;CENP-A nucleosome associated complex;Q03188,Q9H3R5,Q9NSP4,Q96H22,Q96BT3,Q71F23
928;SCRIB-VANGL2 complex;Q14160,Q9ULK5
929;CEN complex;P35226,Q9BZH6,Q13185,Q9HC52,P49450,P07199,Q03188,Q9H3R5,Q92674,Q9BS16,Q8N0S6,Q9NSP4,Q9BU64,Q53SF7,Q13619,Q16531,Q92620,P22087,P11021,P11142,Q69YN4,Q02241,Q6T4P5,Q71F23,Q8N1F7,Q9H0H5,Q06587,Q99496,Q96T23,Q8NEM2,O60264,Q9BXP5,Q08945,Q9Y5B9,Q15007,Q5T200,Q96JP5
930;Scrib-beta-PIX-GIT1 complex;Q14155,Q9Y2X7,Q14160
933;SCRIB-APC complex;P25054,Q14160
934;FACT-NEK9 complex;Q8TD19,Q08945,Q9Y5B9
936;FACT complex;Q08945,Q9Y5B9
938;FACT complex	 UV-activated;P68400,P19784,P67870,Q08945,Q9Y5B9
943;Class C Vps complex VPS11	 VPS18	 STX7;O15400,Q9H270,Q9P253
944;Class C Vps complex VPS11	 VPS18	 VPS16;Q9H270,Q9H269,Q9P253
947;CDC7-DBF7 complex;O00311,Q9UBU7
955;LLGL2-PAR-6B-PRKCI complex;Q6P1M3,Q9BYG5,P41743
956;PAR-3-PAR-6B-PRKCI complex;Q8TEW0,Q9BYG5,P41743
959;LLGL1-PAR-6B-PRKCI complex;Q15334,Q9BYG5,P41743
964;BRCA1-RAD50-MRE11-NBS1 complex;P38398,P49959,O60934,Q92878
972;MRN complex MRE11-RAD50-NBS1 complex;P49959,O60934,Q92878
974;EED-EZH2 complex;Q6ZN18,O75530,Q15910,Q09028,Q15022
994;GAA1-GPI8-PIGT-PIG-PIGS complex;O43292,Q92643,Q96S52,Q969N2,Q9H490
995;Polycomb repressive complex 3 PRC3;O75530,Q15910,Q09028,Q16576,Q15022
996;Polycomb repressive complex 2 PRC2;O75530,Q15910,Q09028,Q16576,Q15022
997;KIN17-PCNA-RPA70 complex;O60870,P12004,P27694
999;p23 protein complex;P22626,Q86W51,Q15185
1000;TorsinA-TorsinB complex;O14656,O14657
1003;RC complex Replication competent complex;P20248,P24941,P09884,Q14181,P35251,P35250,P40938,P35249,P40937
1004;RC complex during S-phase of cell cycle;P20248,P24941,P18858,P09874,P09884,P28340,Q07864,P35251,P35250,P27694,P15927,P35244,P11387
1005;RC complex during G2/M-phase of cell cycle;P20248,P14635,P06493,P09874,P09884,P28340,Q07864,P35251,P35250,P27694,P15927,P35244,P11387
1007;CAK core complex Cdk-activating kinase core complex;P51946,P50613
1008;CAK complex Cdk-activating kinase complex;P51946,P50613,P51948
1009;TFIIH transcription factor complex;P51946,P50613,P18074,P19447,P32780,Q13888,Q13889,Q92759,Q6ZYL4,P51948
1010;CAK complex Cdk-activating kinase complex;P51946,P50613,P51948
1028;HNF4A-SUB1 complex;P41235,P53999
1029;TFIIH transcription factor complex;P51946,P50613,P18074,P19447,P32780,Q13888,Q13889,Q92759,Q6ZYL4,P51948
1030;CAK-ERCC2 complex;P51946,P50613,P18074,P51948
1031;ORC complex origin recognition complex;Q13415,Q13416,Q9UBD5,O43929,O43913,Q9Y5N6
1032;ORC 2-4 complex origin recognition 2-4 complex;Q13416,Q9UBD5,O43929
1033;ORC complex origin recognition complex;Q13415,Q13416,Q9UBD5,O43929,O43913,Q9Y5N6
1034;ORC 2-5 complex origin recognition 2-5 complex;Q13416,Q9UBD5,O43929,O43913
1036;TFIIH transcription factor complex;P51946,P50613,P18074,P19447,P32780,Q13888,Q13889,Q92759,P51948
1037;TFIIH transcription factor core complex;P19447,P32780,Q13888,Q13889,Q92759
1038;ORC 1-5 complex origin recognition 1-5 complex;Q13415,Q13416,Q9UBD5,O43929,O43913
1039;PCNA-PAF complex;Q15004,P12004
1040;p33ING1b-PCNA complex;Q9UK53,Q15004
1042;SRA-SRC-1 ribonucleoprotein complex;Q15788,Q9HD15
1045;Snurportin-CRM1-RanGTP complex;P62826,O95149,O14980
1051;Ubiquitin E3 ligase SKP1A	 SKP2	 CUL1	 RBX1;Q13616,P62877,P63208,Q13309
1052;Ubiquitin E3 ligase FBXW11	 SKP1A	 CUL1	 RBX1;Q13616,Q9UKB1,P62877,P63208
1054;ESR1-RELA-BCL3-NCOA3 complex;P20749,P03372,Q9Y6Q9,Q04206
1055;ZNF198-PML complex;P29590,Q9UBW7
1056;ZNF198-SUMO1 complex;P63165,Q9UBW7
1057;DIPA-MCRS1 complex;Q15834,Q96EZ8
1058;SNX complex SNX1	 SNX6;Q13596,Q9UNH7
1059;Retromer complex SNX1	 SNX2	 VPS35	 VPS29	 VPS26A;Q13596,O60749,O75436,Q9UBQ0,Q96QK1
1060;Retromer complex SNX1	 SNX2	 VPS35	 VPS29	 VPS26B;Q13596,O60749,Q4G0F5,Q9UBQ0,Q96QK1
1062;BAR-BCL2-CASP8 complex;P10415,Q9NZS9,Q14790
1063;GRASP-GRP1 complex;Q7Z6J2,O43739
1064;IFP35-NMI complex;P80217,Q13287
1067;CD8A-LCK complex;P01732,P06239
1068;12S U11 snRNP;Q9BV90,Q6IEG0,Q8N8D1,Q9H875,Q16629,P14678,P62314,P62316,P62318,P62304,P62306,P62308,Q96GM8,Q16560,P67809
1069;FIF-FGR2 complex;Q9BZZ5,P09038
1070;SNX complex SNX1a	 SNX2	 SNX4;Q13596,O60749,O95219
1071;PKD2-FPC complex;Q13563,Q8TCZ9
1072;SNX complex SNX2	 oligomeric;O60749
1078;MSH2-MSH6 complex;P43246,P52701
1079;P-TEFb.1 complex;O60563,P50750
1080;P-TEFb.2 complex;O60583,P50750
1081;MRN complex MRE11-RAD50-NBN complex;P49959,O60934,Q92878
1082;P-TEFb.1 complex;O60563,P50750
1083;P-TEFb.4 complex;O75909,P50750
1085;DNA repair complex NEIL2-PNK-Polbeta-LigIIIalpha-XRCC1;P49916,Q969S2,O00764,P06746,P18887
1086;DNA repair complex NEIL1-PNK-Polbeta-LigIIIalpha-XRCC1;P49916,Q96FI4,O00764,P06746,P18887
1087;BIRC5-AURKB-INCENP-EVI5 complex;Q96GD4,O15392,O60447,Q9NQS7
1088;PRNP-ApolopoproteinE3 complex;Q13791,P04156
1089;VAM1-VELI1 complex;O14910,Q9NZW5
1090;APLG1-Rababtin5 complex;O43747,Q15276,Q9H5N1
1091;SNX complex SNX1a	 SNX2	 SNX4	 LEPR;P48357,Q13596,O60749,O95219
1092;PCNA-KU antigen complex;P12004,P13010,P12956
1093;SNX complex SNX1a	 SNX2	 SNX4	 INSR;P06213,Q13596,O60749,O95219
1095;SNX complex SNX1a	 SNX2	 SNX4	 EGFR;P00533,Q13596,O60749,O95219
1096;SNX complex SNX1	1a	2	4	 PDGF receptor;P16234,Q13596,O60749,O95219
1097;eIF3 complex EIF3S6	 EIF3S5	 EIF3S4	 EIF3S3	 EIF3S6IP	 EIF3S2	 EIF3S9	 EIF3S12	  EIF3S10	 EIF3S8	  EIF3S1	 EIF3S7	 PCID1;Q14152,P55884,Q99613,O15371,P60228,Q9Y262,O00303,O75821,O15372,Q13347,O75822,Q9UBQ5,Q7L2H7
1098;DNA synthesome complex 13 subunits;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,P49642,P49643,P35251,P27694,P11387,P11388,Q02880
1099;DNA synthesome complex 17 subunits;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251,P27694,P11387,P11388,Q02880
1100;DNA polymerase alpha-primase complex;P09884,Q14181,P49642,P49643
1101;TFIIIC containing complex TFIIIC2;Q12789,Q8WUA4,Q9Y5Q9,Q9UKN8,Q9Y5Q8
1104;SNX complex SNX1a	 SNX2	 SNX4	 TFRC;Q13596,O60749,O95219,P02786
1105;TFIIIC containing complex;Q12789,Q8WUA4,Q9Y5Q9,Q9UKN8,Q9Y5Q8
1106;TFIIIC containing-TOP1-SUB1 complex;Q12789,Q8WUA4,Q9Y5Q9,Q9UKN8,Q9Y5Q8,P53999,P11387
1107;DNA synthesome core complex;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,P49642,P49643,P35251
1108;DNA synthesome complex 15 subunits;P18858,P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251
1111;DNA synthesome complex 17 subunits;P12004,P09884,Q14181,P28340,P49005,Q15054,Q9HCU8,Q07864,P56282,Q9NRF9,Q9NR33,P49642,P49643,P35251,P27694,P11387,P11388,Q02880
1113;5S-DNA-TFIIIA-TFIIIC2 subcomplex;Q92664,Q12789,Q8WUA4,Q9Y5Q9,Q9UKN8,Q9Y5Q8
1114;5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex;A6H8Y1,Q92994,Q92664,Q12789,Q8WUA4,Q9Y5Q9,Q9UKN8,Q9Y5Q8,P20226
1116;CRM1-Survivin-AuroraB mitotic complex;Q96GD4,O15392,O14980
1117;CRM1-Survivin mitotic complex;O15392,O14980
1118;Chromosomal passenger complex CPC INCENP	 CDCA8	 BIRC5	 AURKB;Q96GD4,O15392,Q53HL2,Q9NQS7
1119;Chromosomal passenger complex CPC INCENP	 CDCA8	 BIRC5	 AURKB;Q96GD4,O15392,Q53HL2,Q9NQS7
1120;Chromosomal passenger complex CPC INCENP	 CDCA8	 BIRC5;O15392,Q53HL2,Q9NQS7
1121;WNK1-OSR1 complex;O95747,Q9H4A3
1123;WNK1-SPAk complex;Q9UEW8,Q9H4A3
1130;Hip1R-cortactin complex;Q14247,O75146
1131;RFC2-RIalpha complex;P30153,P35250
1132;RFC2-RIalpha complex;P30153,P35249
1133;ATR-HDAC2 complex;Q13535,Q92769
1134;ATR-HDAC2-CHD4 complex;Q13535,Q14839,Q92769
1137;SNARE complex VAMP2	 SNAP25	 STX1a	 CPLX1	 CPLX3;O14810,Q8WVH0,P60880,Q16623,P63027
1138;SNARE complex VAMP2	 SNAP25	 STX1a	 CPLX3	 CPLX4;Q8WVH0,Q7Z7G2,P60880,Q16623,P63027
1139;SNARE complex VAMP2	 SNAP25	 STX1a	 STX3	 CPLX1	 CPLX3	 CPLX4;O14810,Q8WVH0,Q7Z7G2,P60880,Q16623,Q13277,P63027
1140;Complexin complex STX3	 CPLX1	 CPLX3;O14810,Q8WVH0,Q13277
1141;CF IIAm complex Cleavage factor IIAm complex;Q14444,Q92989,Q9UKF6,Q16630,Q8N684,O60231,P19447,Q92759,P49959,O43809,O94913,P26599,P23246,Q07157,Q01081,P26368
1142;SMN complex;Q9UHI6,O14893,Q16637,P14678,P62314,P62316,P62318,P62304,P62306,P62308
1143;SMN complex;Q9UHI6,P57678,Q8TEQ6,Q8WXD5,Q9H840,Q9NWZ8,O14893,Q16637,P14678,P62314,P62316,P62318,P62304,P62306,P62308,Q9Y3F4
1144;Cleavage and polyadenylation factor CPSF;Q10570,Q9P2I0,Q9UKF6,O95639,Q6UN15
1146;Cleavage stimulation factor;Q05048,P33240,Q12996
1147;Polyadenylation complex CSTF1	 CSTF2	 CSTF3	 SYMPK CPSF1	 CPSF2	 CPSF3;Q10570,Q9P2I0,Q9UKF6,Q05048,P33240,Q12996,Q92797
1148;snRNP-free U1A SF-A complex;P17844,Q15233,P23246,P09012
1149;Histone H3.1 complex;Q9Y294,Q9NVP2,Q13111,Q13112,O14929,P68431,P62805,Q8TEX9,P49321,Q09028
1150;Histone H3.3 complex;Q9Y294,Q9NVP2,P84243,O14929,P54198,P62805,Q8TEX9,P49321,Q09028
1152;FA complex Fanconi anemia complex;O15360,Q8NB91,Q00597,Q9HB96,Q9NPI8,O15287,Q9NW38,Q8IYD8
1153;Integrator complex;Q5TA45,Q8N201,Q9NVR2,Q96CB8,Q9H0H0,Q68E01,Q96HW7,Q6P9B9,Q9UL03,Q9NVH2,Q75QN2,Q9NV88
1154;DSS1 complex;P51587,Q5TA45,Q9NVR2,Q9H0H0,Q96HW7,Q6P9B9,Q9UL03,Q9NVH2,Q75QN2,Q9NV88,Q96PV6,A6H687,P60896
1155;Integrator-RNAPII complex;Q5TA45,Q8N201,Q9NVR2,Q96CB8,Q9H0H0,Q68E01,Q96HW7,Q6P9B9,Q9UL03,Q9NVH2,Q75QN2,Q9NV88,P24928,P30876
1158;p33ING1b-p300 complex;Q09472,Q9UK53
1159;p33ING1b-HDAC1 complex;Q13547,Q9UK53
1160;ING1-p300-PCNA complex;Q09472,Q9UK53,P12004
1162;Ubiquitin E3 ligase DDB1	 DDB2	 CUL4A	 CUL4B	 RBX1;Q13619,Q13620,Q16531,Q92466,P62877
1163;ING1-PCNA complex;Q9UK53,P12004
1165;RNF20-RNF40-UbE2E1 complex;Q5VTR2,O75150,P51965
1166;p400-associated complex;P60709,Q96L91,Q9Y265,Q9Y230,Q9Y4A5,O96019,O94805
1167;Paf complex;Q6P1J9,Q6PD62,Q8WVC0,Q8N7H5,Q9GZS3
1168;SKI complex;Q15477,Q6PGP7,Q9GZS3
1169;SNARE complex STX4	 VAMP8	 VAMP3	 SNAP23;O00161,Q12846,Q15836,Q9BV40
1170;cMYC-ATPase-helicase complex;O96019,P01106,Q9Y265,Q9Y230,Q9Y4A5
1171;c-MYC-ATPase-helicase complex;O96019,P01106,Q9Y265,Q9Y230,Q9Y4A5
1172;CBC complex cap binding complex;Q09161,P52298
1173;TIP49-TIP48-BAF53 complex;O96019,Q9Y265,Q9Y230
1174;PHAX-CBC complex cap binding complex;Q09161,P52298,Q9H814
1175;TRRAP-BAF53-HAT complex;O96019,Q9Y4A5
1176;CRM1-RAN-PHAX-CBC complex cap binding complex;Q09161,P52298,P62826,Q9H814,O14980
1177;Polycomb repressive complex 4 PRC4;O75530,Q15910,Q96EB6
1178;BCOR complex;Q6W2J9,Q8NHM5,P11142,Q9BSM1,Q06587,Q99496,Q8N488,P63208
1179;CENP-A NAC-CAD complex;Q8N2Z9,Q03188,Q9H3R5,Q9BS16,Q8N0S6,Q9NSP4,Q96H22,Q9BU64,Q6IPU0,Q7L2Z9,Q96BT3,Q13352,Q71F23
1181;C complex spliceosome;O60306,Q8WUQ7,O60508,Q99459,Q9BZJ0,Q9P013,Q9HCG8,Q9BUQ8,Q9UJV9,P17844,Q96DF8,Q9H5Z1,Q92620,Q14562,Q15029,P38919,Q14331,Q9BRR8,P09651,P22626,P51991,P07910,P52597,P31943,P61978,P52272,O43390,Q00839,Q9ULR0,Q9Y333,P62310,P61326,Q9BRX9,P11940,O43660,Q9H307,Q9UNP9,Q9Y3C6,Q9H2H8,Q96BP3,Q9UMS4,Q13523,O94906,Q6P2Q9,Q9UKM9,Q9NW64,Q9Y5S9,P38159,O43290,Q6UX04,Q15459,Q15428,Q12874,O75533,Q13435,Q15393,Q07955,P42285,O95391,O75643,Q96DI7,P09661,P14678,P08579,P62314,P62316,P62318,P62304,P62306,P62308,Q13573,Q8IYB3,Q9UQ35,O95926,O60506,Q9UBB9,Q86V81,Q01081,Q9HCS7,Q6NZY4
1182;CDC5L core complex;O75934,Q99459,Q92616,P11142,O43660,Q9UMS4
1183;CDC5L complex;O75934,Q7L1Q6,Q99459,Q9P013,Q14204,Q92616,P11142,Q12905,O43660,O15297,P62136,P78527,Q9UMS4,Q9UPN6,P38159,O75533,Q13435,Q15427,A8K8P3,P23246,Q07955,Q01130,P09012,P09661,P62314,P62316,P62318,Q8IYB3,P15884,P11388
1185;EGFR-containing signaling complex;P00533,P04626,O00443,O00750
1186;ESCRT-III complex;Q9HD42,Q7LBR1,O43633,Q9UQN3,Q9BY43,Q9H444,Q96CF2,Q9NZZ3,Q96FZ7,Q9Y3E7
1187;ESCRT-II complex;Q96H20,Q9BRG1,Q86VN1
1188;SMRT core complex;O15379,Q9Y618,O60907
1189;DNA double-strand break end-joining complex;P49917,P49959,O60934,Q92878,Q13426,P13010,P12956
1190;NCBP-NIP1 complex;Q09161,Q96P71
1191;RNA pol II containing coactivator complex Tat-SF;P50750,O43719,P19338,P24928,O00267
1192;ESCRT-I complex;Q99816,Q9UK41,A5D8V6
1193;Rap1 complex;P49959,P09874,Q92878,Q15554,Q9NYB0,P13010,P12956
1194;E2F-6 complex;O75461,Q9H9B1,Q96KQ7,O75712,Q969R5,P61244,Q8IWI9,Q9BYE7,Q06587,Q99496,Q14186,Q8IY57
1195;Exon junction complex mRNA splicing-dependent;Q6P2Q9,Q8IYB3
1196;RAD51C-XRCC3 complex;O43502,O43542
1197;TRF1-TIN2 complex;Q96AP0,Q9NUX5,P54274,Q15554,Q9NYB0,Q9BSI4
1198;TIN2 complex;Q96AP0,Q9NUX5,Q15554,Q9BSI4
1199;Oligosaccharyltransferase complex Stt3A variant;P61803,P39656,Q9H0U3,P04843,P04844,P46977
1200;Oligosaccharyltransferase complex Stt3B variant;P61803,P39656,Q9H0U3,P04843,P04844,Q8TCJ2,Q13454
1201;TRF1-TIN2 complex;Q96AP0,Q9NUX5,P54274,Q9BSI4
1202;TRF1 telomere length regulation complex;P54274,Q9BSI4,O95271
1204;Rap1 complex;Q96AP0,Q9NUX5,Q92878,P54274,Q15554,Q9NYB0,Q9BSI4
1205;TRF2-Rap1 complex III;Q15554,Q9NYB0
1206;TRF-Rap1 complex I	 2MD;Q9NUX5,P54274,Q15554,Q9NYB0,Q9BSI4,O95271
1207;TRF2-Rap1 complex II;Q9NUX5,Q15554,Q9NYB0,Q9BSI4
1211;Ubiquitin E3 ligase AHR	 ARNT	 DDB1	 TBL3	 CUL4B	 RBX1;P35869,P27540,Q13620,Q16531,P62877,Q12788
1214;Ubiquitin E3 ligase DET1	 DDB1	 CUL4A	 RBX1	 COP1;Q13619,Q16531,Q7L5Y6,P62877,Q8NHY2
1215;Ubiquitin E3 ligase FBXW7	 CUL1	 SKP1A	 RBX1;Q13616,Q969H0,P62877,P63208
1217;WRN-TRF2 complex;Q15554,Q14191
1218;BLM-TRF2 complex;P54132,Q15554
1219;Tankyrin 1-tankyrin 2-TRF1 complex;P54274,O95271,Q9H2K2
1220;TRF2-Ku complex;Q15554,P13010,P12956
1221;TFIIA-TRF2 complex;P52655,P52657,Q15554
1223;H2AX complex	 isolated from cells without IR exposure;P62158,P27797,Q9Y262,P16104,P62805,Q8N257,O43390,P11021,P06748,P11940,P05455,Q08945,Q9Y5B9
1224;Ubiquitin E3 ligase BMI1	 SPOP	 CUL3;P35226,Q13618,O43791
1225;Ubiquitin E3 ligase H2AFY	 SPOP	 CUL3;Q13618,O75367,O43791
1226;H2AX complex I;P27797,Q7L2E3,P16104,Q8N257,P11021,P06748,P09874
1227;H2AX complex II;P27797,P16989,P16104,P33778,Q99879,P62805,Q8N257,P11021,P06748,Q96EY7
1230;WINAC complex;O96019,O14497,Q9UIG0,Q13111,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3,Q9Y5B9,Q02880,P11473
1231;FIB-associated protein complex;Q07021,P22087,Q99873,O14744,Q71U36,Q9H4B7
1232;REST-CoREST-mSIN3A complex;Q9UKL0,Q13127,Q96ST3
1233;CoREST-HDAC2 complex;Q92769,Q9UKL0
1237;BAF complex;O96019,O14497,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3
1238;PBAF complex Polybromo- and BAF containing complex;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3
1239;EBAFb complex;O96019,Q8NFD5,Q03111,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
1243;Ubiquitin E3 ligase SPOP	 DAXX	 CUL3;Q13618,Q9UER7,O43791
1245;Protein phosphatase 4 complex;P60510,Q9NY27
1248;Apoptosome;O14727,P99999
1250;pRB-E2F-1 complex;Q01094,P06400
1251;BAF complex;O96019,O14497,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3,P51531,P51532
1252;EBAFa complex;O96019,O14497,Q03111,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3
1253;Ubiquitin E3 ligase FBXW7	 CUL1	 SKP1A	 RBX1;Q13616,Q969H0,P62877,P63208
1254;Menin-associated histone methyltransferase complex;Q9UBL3,Q9C005,O00255,P30876,Q15291,Q9UMN6,P61964
1255;Ubiquitin E3 ligase SIAH1	 SIP	 SKP1A	 TBL1X;Q9HB71,Q8IUQ4,P63208,O60907
1256;MLL-HCF complex;Q9UBL3,P51610,O00255,Q03164,Q15291,P05546,P61964
1257;ALL-1 supercomplex;O60341,Q12873,Q9P2I0,Q15029,Q13547,Q92769,O95983,Q03164,O94776,P62826,Q09028,Q15291,Q16576,O00422,O75446,Q96ST3,P51531,O60264,Q12824,Q92922,Q8TAQ2,Q92797,P21675,Q16514,P49848,Q16594,P20226,P61964
1258;Ubiquitin E3 ligase GLMN	 FBXW8	 SKP1A	 RBX1;Q8N3Y1,Q92990,P62877,P63208
1259;Chromatin assembly complex CAF-1 complex;Q13111,Q13112,Q09028
1260;Neddylin ligase FBXO11	 SKP1	 CUL1	 RBX1;Q13616,Q86XK2,P62877,P63208
1261;SRm160/300 complex;P08621,P09661,Q8IYB3,Q9UQ35,P62995
1287;HNRPF-HNRPH1 complex;P52597,P31943
1288;DCS complex PTBP1	 PTBP2	 HNRPH1	 HNRPF;P52597,P31943,P26599,Q9UKA9
1293;IPO13-RBM8A-MAGOH complex;O94829,P61326,Q9Y5S9
1296;DCP1A-DCP2 Decapping complex;Q9NPI6,Q8IU60
1297;MKK4-ARRB2-ASK1 complex;P32121,P45985,Q99683
1298;MKK4-ARRB2-JNK3 complex;P32121,P45985,P53779
1299;POSH-MLK3 complex;Q16584,Q7Z6J0
1300;CRLR-RAMP1 complex;Q16602,O60894
1301;CRLR-RAMP1 complex;Q16602,O60894
1306;PIN1-AUF1 complex;Q14103,Q13526
1307;Multiprotein complex mRNA turnover;O75534,Q14103,P11940,Q9H074,O60506
1308;PABPC1-HSPA8-HNRPD-EIF4G1 complex;Q59EJ3,Q04637,Q14103,P11142,P11940
1318;Transcription initiation factor complex TAF1	 TAF5	 TAF11	 TAF12	 TBP;P21675,Q15544,Q16514,Q15542,P20226
1321;Transcription initiation factor complex TAF5	 TAF6	 TAF9	 TAF11	 TBP;Q15544,Q15542,P49848,Q16594,P20226
1332;Large Drosha complex;Q92499,Q92841,O00571,P17844,Q8WYQ5,O43143,Q01844,P35637,P31943,P52272,Q00839,Q9BUJ2,O14979,Q12905,Q12906,Q9UKM9,Q9NRR4,Q96SB4,Q92804,Q13148
1335;SNW1 complex;Q9UG63,Q99459,Q16531,Q9BUQ8,P68104,P26641,Q15029,Q00839,P11021,P43243,P43246,P17858,Q6P2Q9,P23246,O75643,Q13573,P07437,O95071
1338;FOXO3-PCAF complex	 oxidative stress stimulated;O43524,Q92831
1345;Septin complex;Q9NVA2,Q15019,Q16181,Q92599,Q9UHD8
1347;NPC subcomplex NUP98	 NUP107	 NUP133	 NUP160;P57740,Q8WUM0,Q12769,P52948
1348;GLE1-NUPL2-NUP155 complex;Q53GS7,O75694,O15504
1352;ING4 complex ING4	 MYST2	 C1orf149	 PHF17;Q9HAF1,Q9UNL4,O95251,Q6IE81
1372;Rb-tal-1-E2A-Lmo2-Ldb1 complex;Q86U70,P25791,P06400,P17542,P15923
1377;hASC-1 complex;Q8N9N2,Q9H1I8,Q8N3C0,Q15650
1379;GALNS-lysosomal hydrolase 1.27 MDa complex;P10619,P34059,P16278,Q99519
1380;Elongator holo complex;Q6IA86,Q9H9T3,Q96EB1,O95163
1385;DICER1-NCOA6-AGO2 complex;Q9UPY3,Q9UKV8,Q14686
1386;TTP-AGO4 complex;Q9HCK5,P26651
1387;TTP-AGO2 complex;Q9UKV8,P26651
1399;WDR5-ASH2L-RBBP5-MLL2 complex;Q9UBL3,O14686,Q15291,P61964
1400;ASCOM complex;Q9UBL3,O14686,Q8NEZ4,Q14686,Q15291,P68366,P07437
1401;MOF complex;Q03164,O14686,Q9H7Z6,Q15291,Q99496,O15047,P21675,P49848,Q16594,P61964
1413;NCOR1 complex;O15379,O75376,Q15459,Q15393,P51532,Q12824,Q92922,Q8TAQ2,Q6ZRS2,Q13263
1439;PTGS2 homodimer complex;P35354
1452;MCM2-MCM6-MCM7 complex;P49736,Q14566,P33993
1457;AFF1-MLLT1-CBX8 complex;P51825,Q9HC52,Q03111
1458;SNF2h-HDAC12 complex;Q92769,O60264
1462;hPRC1L complex;P35226,Q8IXK0,Q06587,Q99496
1464;Mis12 centromere complex;P45973,Q9H410,Q9H081,Q96IY1,Q6P1K2,O95229
1470;pRb2/p130-multimolecular complex DNMT1	 E2F5	 SuV39H1	 HDAC1	 RBL2;P26358,Q15329,Q13547,Q08999,O43463
1471;pRb2/p130-multimolecular complex RB2	 E2F5	 HDAC1	 SUV39H1	 P300;Q15329,Q09472,Q13547,Q08999,O43463
1473;E2F5-RB2-DP1 complex;Q15329,Q08999,Q14186
1474;SMAD3/4-E2F4/5-p107-DP1 complex;Q16254,Q15329,P28749,P84022,Q13485,Q14186
5658;Nrp1-PlexinD1 complex;O14786,Q9Y4D7
1488;DNMT1-RB1-HDAC1-E2F1 complex;P26358,Q01094,Q13547,P06400
1490;DAXX-DNMT1-DMAP1 complex;Q9UER7,Q9NPF5,P26358
1491;RGS6-DNMT1-DMAP1 complex;Q9NPF5,P26358,P49758
1492;BHC110 complex;O60341,Q14687,Q13547,Q92769,Q9P0W2,Q96BD5,Q9UKL0,Q9UBW7,O75362,Q92618
1495;PID complex;Q14839,Q13547,O95983,O94776,Q09028
1505;NCOR2 complex;Q13547,Q92769,O15379,O75376,Q9Y618,O75446,Q96ST3
1508;BCL6-ZBTB17 complex;P41182,Q13105
1514;IL4-IL4R complex;P05112,P24394
1515;IL4-IL4R-IL2RG complex;P31785,P05112,P24394
1519;IL6ST-PRKCD-STAT3 complex;P40189,Q05655,P40763
1520;STAT3-NLK-MAP3K7 complex;O43318,Q9UBE8,P40763
1522;STAT3 homodimer copmplex;P40763
1530;Girdin homo-oligomer complex;Q3V6T2
1539;G protein complex GNG2	 GNB2L1	 RAF1;P63244,P59768,P04049
